0.000000000000000000e+00,9.257660039952986253e-04,1.979469053709714821e-03,9.895022437220735156e-04,1.496991200106601028e-03,5.531920832302361646e-05,7.243027190547368654e-03,6.279014552545980621e-05,2.206584813801981682e-05,6.279014552557082851e-05,2.812834263987706862e-05,6.090677572846425747e-04
9.257660039952986253e-04,0.000000000000000000e+00,5.608241808106484427e-03,1.113933306928771572e-06,4.772251319919096346e-03,1.431957883341272719e-03,1.333001632735975051e-02,1.469151371206955936e-03,1.231683896611546203e-03,1.469151371206733891e-03,6.312514182454931344e-04,3.034874988734226342e-03
1.979469053709714821e-03,5.608241808106484427e-03,0.000000000000000000e+00,5.763731303038532872e-03,4.070755134233383643e-05,1.374465672446589792e-03,1.652953932539280579e-03,1.338489393238773140e-03,1.585575263845173666e-03,1.338489393238884162e-03,2.479229095448620690e-03,3.927910623784391930e-04
9.895022437220735156e-04,1.113933306928771572e-06,5.763731303038532872e-03,0.000000000000000000e+00,4.914594447624098805e-03,1.511223093502600534e-03,1.356850506585716154e-02,1.549416575407969177e-03,1.305268258437131124e-03,1.549416575407969177e-03,6.840377855684698361e-04,3.149633013188490871e-03
1.496991200106601028e-03,4.772251319919096346e-03,4.070755134233383643e-05,4.914594447624098805e-03,1.110223024625156540e-16,9.814720131408050108e-04,2.168051289460071196e-03,9.511346850356039440e-04,1.160218147528424559e-03,9.511346850353818994e-04,1.934595917479353666e-03,2.013041071503574031e-04
5.531920832302361646e-05,1.431957883341272719e-03,1.374465672446589792e-03,1.511223093502600534e-03,9.814720131408050108e-04,0.000000000000000000e+00,6.037410370824169981e-03,2.389120975498926214e-07,7.545862389490842759e-06,2.389120975498926214e-07,1.621637197545267028e-04,2.978452396824593507e-04
7.243027190547368654e-03,1.333001632735975051e-02,1.652953932539280579e-03,1.356850506585716154e-02,2.168051289460071196e-03,6.037410370824169981e-03,1.110223024625156540e-16,5.961830265072243229e-03,6.471048468631557249e-03,5.961830265072243229e-03,8.172040764681032243e-03,3.655758709841361309e-03
6.279014552545980621e-05,1.469151371206955936e-03,1.338489393238773140e-03,1.549416575407969177e-03,9.511346850356039440e-04,2.389120975498926214e-07,5.961830265072243229e-03,0.000000000000000000e+00,1.046706351592874285e-05,0.000000000000000000e+00,1.748152540523850718e-04,2.812196057908611380e-04
2.206584813801981682e-05,1.231683896611546203e-03,1.585575263845173666e-03,1.305268258437131124e-03,1.160218147528424559e-03,7.545862389490842759e-06,6.471048468631557249e-03,1.046706351592874285e-05,2.220446049250313081e-16,1.046706351592874285e-05,9.977653231041383464e-05,4.001732032781202264e-04
6.279014552557082851e-05,1.469151371206733891e-03,1.338489393238884162e-03,1.549416575407969177e-03,9.511346850353818994e-04,2.389120975498926214e-07,5.961830265072243229e-03,0.000000000000000000e+00,1.046706351592874285e-05,0.000000000000000000e+00,1.748152540523850718e-04,2.812196057908611380e-04
2.812834263987706862e-05,6.312514182454931344e-04,2.479229095448620690e-03,6.840377855684698361e-04,1.934595917479353666e-03,1.621637197545267028e-04,8.172040764681032243e-03,1.748152540523850718e-04,9.977653231041383464e-05,1.748152540523850718e-04,0.000000000000000000e+00,8.988977128224773239e-04
6.090677572846425747e-04,3.034874988734226342e-03,3.927910623784391930e-04,3.149633013188490871e-03,2.013041071503574031e-04,2.978452396824593507e-04,3.655758709841361309e-03,2.812196057908611380e-04,4.001732032781202264e-04,2.812196057908611380e-04,8.988977128224773239e-04,0.000000000000000000e+00
